구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
엘지전자(주),066570,,,,20067676000,,,,5876750000,,,,9516930000,,,,10550746000,,,,16124346000,,,,11919160000,,,,201010000,,,,3767173000,,,,0,,,,902877000,,,,35118000,,,,3943330000,,,,3623268000,,,,17303739000,,,,3640180000,,,,4102369000,,,,22318092000,,,,5014353000,,,,911984000,,,,466143000,,,,-91799000,,,,171567000,,,,,,,,2893372000
엘컴텍(주),037950,,,55541973,69886058,,,16635537,18994448,,,25386149,27863808,,,30155824,42022250,,,27607688,30819657,,,24073961,19099000,,,2096744,8500007,,,12795979,9974818,,,0,0,,,1226614,3385355,,,5020160,3070000,,,27934286,39066401,,,6668332,8936928,,,29782824,39933023,,,8750612,8869361,,,4649607,8475224,,,39594607,58541560,,,9811782,18608536,,,5162176,10133313,,,4028869,6744690,237521,1049798,-419739,1840679,548813,588671,448143,657197,9.41,7.21,4.36,4.54,4645533,10323942,22325621,30332542
엠케이전자(주),033160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547778,6547746,-11623180,-5267185,1071618,1433718,1155489,484519,6.62,5.55,5.02,3.63,10967237,12862853,12519346,11639900
영보화학(주),014440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2629402,3150846,3351958,-2081625,1249133,878175,375630,122686,8.83,7.88,6.24,5.58,25142629,30677508,29721712,29190536
영신금속공업(주),007530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43893,-8803,27523,1020326,836773,714601,730384,545852,10.37,8.65,8.36,7.76,11755625,11327931,10707277,12688378
영진약품(주),003520,152131775,,,,78792823,,,,92349110,,,,59782665,,,,206168713,,,,57664150,,,,600000,,,,1212841,,,,0,,,,1853091,,,,139963,,,,-54036938,,,,92778848,,,,54035735,,,,13556287,,,,46660315,,,,86774820,,,,32739085,,,,-13921230,,,,-43373959,,,,-1939268,420690,-460039,485313,22190005,7442422,6478424,5569404,22.84,20.86,13.3,11.78,46361753,30283807,22958952,22827663
영풍정밀(주),036560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-444869,1872903,-1451046,-550305,221209,117573,63372,22943,9.22,9.45,7.94,3.98,10805716,10081534,9500444,9365992
영풍제지(주),006740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8064056,-175211,1976889,-443446,3506340,1186022,809087,102276,12.82,7.67,8.87,2.5,24651463,21458141,35335870,30721939
영화금속(주),012280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-406140,-498243,24905,2762470,2433977,2239728,2851270,2836662,9.81,9.07,9.79,8.75,24681793,23501745,22511009,21140212
예스이십사(주),053280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-901806,267076,,,30,478318,,,,6.72,,,1499193,3539941
오로라월드(주),039830,,,63369728,57891221,,,15667705,17514436,,,27503245,27440546,,,35866482,30450675,,,41149220,36770339,,,30469489,21108964,,,1391177,0,,,14688540,6027816,,,0,0,,,1410278,2448849,,,1430176,1908399,,,22220508,21120881,,,10692950,11170041,,,38324855,37486776,,,11835540,9926110,,,21894841,24549988,,,65081537,68738904,,,26756682,31252128,,,4861841,6702140,,,2850533,3904511,276560,256903,632858,755630,585533,684258,552184,433001,,14.41,7.79,5.24,24636095,24933693,24707080,22462364
오상자이엘(주),053980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319019,2211635,,,322753,245770,,,,19.58,,,2413420,3389665
오성첨단소재(주),052420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-184627,9029141,-7655933,,1204,119623,991337,,,1.19,6.1,,3423677,6474936,6644304
오스템임플란트(주),048260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995118,339639,,,334303,581013,,,,6.41,,,552738,5869722
옴니시스템(주),057540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309180,,,,222904,,,,,,,,1168645
와이더블유(주),051390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2041698,1956869,-1045379,,21765,224725,257700,,,4.63,10.15,,2962461,3339831,3163754
와토스코리아(주),079000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508583,,,,11235,,,,,,,,2553858
우리바이오(주),082850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-152818,1087673,,,424158,624083,,,,3.79,,,14281229,16912297
우리산업홀딩스(주),072470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1768831,554982,-129374,577279,733948,715319,1063497,958788,,8.1,10.52,8.51,5353183,8364598,8393715,10264074
우리손에프앤지농업회사법인(주),073560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459436,,,,419011,,,,,,,,7086167
우리엔터프라이즈(주),037400,,,65541377,73604669,,,19139482,22731992,,,25079464,30487655,,,40461913,43117014,,,39523589,47294009,,,26333261,34603955,,,10963380,11428970,,,10668597,18119544,,,0,0,,,1487259,3840973,,,8975647,9548562,,,26017788,26310660,,,6646924,7623236,,,33052571,34896919,,,5939982,7755663,,,4224383,5270364,,,39026323,41063061,,,5973752,6166142,,,1749369,895778,,,1037780,414729,-2704575,-1949368,-1890302,321547,1349986,1165923,1249740,761586,7.85,6.73,8.21,5.26,24073527,21522065,20079877,19729933
우수AMS(주),066590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286068,-317524,306214,2407229,203513,195914,81850,74844,,9.49,7.93,0,4409005,4739324,5035560,4970984
우원개발(주),046940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274457,945769,,,12922,66,,,,0,,,522417,537282
우진비앤지(주),018620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11951,199156,64972,-232734,477492,366139,147996,83688,,15.39,7.99,7.81,3257512,4945479,4747074,4526659
원풍물산(주),008290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-124652,-21568,345688,835915,553100,795737,1079936,967567,8.76,8.69,10.34,8.7,9330783,9537267,6220061,6291033
웰바이오텍(주),010600,,,,99878089,,,,44760051,,,,75420936,,,,24457153,,,,57941102,,,,54750126,,,,1358242,,,,27360025,,,,0,,,,1609419,,,,5195147,,,,41936987,,,,34345655,,,,114893450,,,,30660885,,,,37655846,,,,157301085,,,,42407635,,,,4751789,,,,3523947,-472346,88143,-400456,650898,1784982,1802889,1897358,1083231,11,11.73,8.36,4.07,11699069,13819365,15104106,15727712
웹케시(주),053580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170757,6019361,,,63500,417843,,,,5.33,,,7473260,7629700
위즈코프(주),038620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985387,-3932855,,,615672,725848,,,4.73,7.31,,,2301055,4163635
유네코(주),064510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14859,102377,230865,-262423,1290827,786963,808294,615447,,8.87,9.84,7.63,5078777,7037099,5430288,8127216
유니셈(주),036200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2150516,282640,434066,848681,134597,205017,278553,497511,7.68,4.31,3.24,5.25,2384203,10306285,13759459,12880485
유니슨(주),018000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403136,8891633,3746477,-133995,1489444,724443,469647,406335,11.22,7.03,5.7,10.97,21883603,27757379,24146052,20278863
유니온머티리얼(주),047400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1147868,1371128,,,5854394,4982958,,,,8.66,,,89046477,87867664
유성기업(주),002920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033160,6582977,-8804224,4974470,0,4200,333353,70999,0,0.06,8.06,4.53,60258455,68709369,58280605,54772494
유아이엘(주),049520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807094,10495792,-10344119,,44595,18703,1959,,,0,0,,15615330,19865428,19767823
유엔젤(주),072130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48492,427611,458245,,51921,113758,92235,,,6.13,6.55,,1345128,1928002,2610931
유진기업(주),023410,,,150329750,145401032,,,36795653,46154037,,,44460789,47919470,,,105868961,97481561,,,100574972,100491332,,,57109985,53854725,,,8697534,3255461,,,10800000,4500000,,,0,0,,,7801748,8745642,,,1130015,393703,,,49754778,44909700,,,26521754,26116443,,,98148803,123202380,,,7665136,1765433,,,16729345,23428982,,,127746796,169632825,,,29597993,46430445,,,12868648,23001463,,,4857490,7645783,-1184109,687478,3973010,-3546134,1478816,1712735,1362717,1314207,11.46,10.53,7.52,7.25,9254147,14608964,16704629,18870880
율촌화학(주),008730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18670444,1689028,-361412,-1382824,7071305,7051679,5370285,3863935,12.84,13.83,10.18,6.45,57290067,69484792,75755572,85158734
이건산업(주),008250,302175181,290053689,292307788,233007994,64319672,63508330,57744443,54557758,146980647,139929248,141060260,138600758,155194534,150124441,151247528,94407236,185405315,181956315,221053984,166785854,108569613,131566234,137020309,140711492,27004117,18382861,46097454,18421160,66295436,102898797,82853796,90852480,0,0,0,0,9598952,1948340,1003864,1299584,0,5715579,3324445,3506839,116769866,108097374,71253804,66222140,48540271,51113855,54998420,51444409,196099380,203129624,193239157,195793979,82660975,76420918,83315817,84043000,21177417,25353845,21258355,16654919,232666382,233329952,218504238,229581713,36567002,30200328,25265082,33787734,15389585,4846483,4006727,17132815,6228753,2061635,-22185437,5833937,-4618133,133514,-92298,-199673,19166930,16553743,17949352,13459846,14.25,11.45,10.47,8.66,94585860,90414753,87929290,53625013
이구산업(주),025820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77119,457232,658354,1118763,1050012,777886,836360,775569,7.49,5.78,5.72,5.52,21132220,36963848,42342937,44777986
이니텍(주),053350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16384051,5908289,-21651235,,6124,2133,0,,,0,0,,3042660,3318694,3412638
이연제약(주),102460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196406,-176072,34364,-98344,1311913,1210248,1027304,905442,,17.76,15.91,12.24,6203539,6017673,6032386,6572970
이원컴포텍(주),088290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100085,,,,64801,,,,,,,,4733346
이화공영(주),001840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196785,1143414,-831335,164937,200177,202177,151516,102866,10.29,10.96,7.67,5.35,623779,1093236,3879112,3877659
이화산업(주),000760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10324277,-20737920,513420,2536400,3848107,2653242,2405432,2744579,11.22,10.93,9.83,8.38,23959285,23998716,23975789,28608840
이화전기공업(주),024810,,,,83602101,,,,34382980,,,,53413680,,,,30188420,,,,42212877,,,,26764072,,,,1314827,,,,11831904,,,,0,,,,9216202,,,,6584161,,,,41389223,,,,16120173,,,,89360523,,,,19030700,,,,12313901,,,,103996549,,,,14636026,,,,2322125,,,,3076963,2092983,-2787256,5334374,-4925441,489760,760083,620440,1149292,6.72,10.66,6.5,6.93,14946571,16020935,15557180,23293160
인바이오(주),352940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153948,20663,,,380624,462482,,,,12.13,,,6130148,4923500
인선이엔티(주),060150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27121,5579698,,,84498,20586,,,,2.27,,,7680697,15570680
인지컨트롤스(주),023800,,,58969006,,,,21725440,,,,26177137,,,,32791869,,,,28287791,,,,21733171,,,,3717273,,,,2000000,,,,0,,,,8921191,,,,887324,,,,30681215,,,,10315888,,,,63856438,,,,4451697,,,,7502224,,,,76634098,,,,12777661,,,,5275437,,,,4940885,,344906,4834487,1910346,-4983866,781382,525582,536302,292876,8.64,6.89,7.05,5.55,10618091,17353910,18230554,17888131
인천도시가스(주),034590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564400,1942562,-1848766,-929738,1279792,1363999,1421891,1334770,,5.96,6.26,5.68,50134668,56063318,58049174,58722654
인탑스(주),049070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645124,1062358,-1877640,4702832,405051,348168,284365,180126,7.74,6.26,6.88,5.67,13324047,13592909,14886481,17489872
인터지스(주),129260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2701198,58854,-111695,6638052,153791,273964,142439,97504,,14.51,5.42,4.57,6870713,5221629,6011129,6544510
인포뱅크(주),039290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5767932,2305886,,,10466,1944,,,,1.24,,,769935,422802
일동홀딩스(주),000230,138653138,188813331,187748305,183112724,75767026,75619000,75651415,72404815,87691354,88374328,92599598,93372516,50961784,100439003,95148707,89740209,142016806,133002964,120771178,103744770,84276227,43933987,73303018,64735210,31944408,44546517,28650600,19812000,32873771,10026102,4216029,19314719,0,0,0,0,6208801,4214151,7333843,7765179,0,0,1449580,1020711,-3363668,55810367,66977127,79367954,76241133,77297865,65617661,62510068,41223811,57420456,68713135,84668627,11924328,12755328,16948183,20967701,45583913,43230873,57342750,69309007,93079421,117561655,149219183,185351025,51855610,60141199,80506049,100682398,6271697,16910326,23163299,31373391,-55543761,4648507,8873841,11930379,-1349232,-2066418,1863558,-516625,18236321,11927390,9912663,6206773,19.91,13.61,12.33,9.99,29861822,69377120,68559377,69765576
일성건설(주),013360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31207839,-6787363,-18682380,-13029566,64007195,11646845,12118487,11092561,34.42,12.52,201974.78,138.66,9911514,20395472,19879750,19001659
일성신약(주),003120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-881463,2713800,6445614,6290997,1116367,41120,16392,35101,12.29,0,0,0,19173045,18692310,18497362,18922164
일신방직(주),003200,442852932,457264783,465442578,446738624,146494982,103164819,102382050,78012856,187719630,150952891,150176967,135626928,255133302,249956097,255900881,246055601,140198915,150444721,143256997,107637177,111907277,113553387,89252238,66988301,5142780,20552906,25722597,19876486,20283100,87064399,49219608,20209273,0,0,0,0,9901569,26024863,9778727,1385190,55071288,18000000,32061852,21617294,302654017,306820062,322185582,339101447,28695645,36927173,41879308,36962017,232865947,268846509,313166152,305819236,41224648,47788072,47794917,57614072,15732513,17182142,17552363,18491764,273325007,315352433,350370724,349663937,40459060,46505924,37204572,43844702,24726547,29323782,19652209,25352938,33786129,7899048,12415368,17421180,964699,10158204,-12692156,-6975674,5892137,6852168,5943483,3125402,22.61,11.54,6.56,4.86,215023694,211841639,221151880,211211794
일양약품(주),007570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376417,-11181313,13460571,1633483,10857380,10269254,8169747,7312633,12.72,14.19,12.42,11.26,67710571,65376805,79067144,76613017
일정실업(주),008500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-877881,-724259,529541,1391587,1453437,431972,0,0,9.96,10.51,0,0,23928193,22495882,19500908,20901955
일진디스플레이(주),020760,,270506135,387983634,362041225,,82099611,92153957,42147842,,122046659,127536082,78866553,,148459477,260447553,283174672,,156193179,185296302,153278716,,82649365,73565891,66718377,,32420681,67346804,58339396,,9532835,7971270,8136117,,0,0,0,,18116036,36842062,7174119,,1190356,222966,934314,,114312956,202687332,208762509,,60514072,58192061,35619123,,85421297,104640708,92832484,,39947048,35382125,36718711,,25564119,23861829,22504985,,135402485,159796578,131874326,,49981189,55155870,39041843,,24417070,31294042,16536858,,40254986,38263505,19331124,14230137,1752014,18387337,-30608743,6700530,4836109,6160215,2138003,11.45,6.7,6.08,2,24819239,61116714,183469342,195334884
일진머티리얼즈(주),020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1125215,702386,-128911,4266560,5219517,4431408,6574733,9437732,,8.56,7.43,7.4,65661040,92008047,166417658,148162684
일진홀딩스(주),015860,,608038757,738356340,627812572,,215452019,140076641,145222257,,261199910,197027201,182287004,,346838846,541329139,445525568,,453269873,510112144,461193965,,266583728,249037636,248565643,,45655890,97289900,76564822,,168438794,59317994,78400752,,0,0,0,,31902804,20303971,13334846,,2657771,17283209,16579972,,154768884,228244196,166618607,,106316766,78541129,78755457,,444396509,428335101,425107139,,45747892,56950561,37064747,,34686381,43551308,31350380,,489073837,502074702,460439131,,44677329,73739600,35331992,,9990947,30188292,3981612,,-9883384,-16549058,-6141613,-1989825,5492178,-3736527,-4255522,3530114,6959664,10570273,8242554,9.59,9.09,9.19,8.73,44707205,121712330,115925332,105973551
자이에스앤디(주),317400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2512259,-632935,,,0,0,,,,0,,,1214013,1158478
자화전자(주),033240,,106854713,121248321,125771239,,47556272,52194095,54423217,,69369170,74766851,75254417,,37485543,46481469,42709518,,35862264,31366382,30578294,,22551299,18636395,22806617,,9186441,7300239,3392885,,5279189,7248983,8922165,,0,0,0,,12711634,12082536,10667382,,11244015,9417280,11350000,,70992449,89881938,95192944,,11643963,13444902,16948918,,58414364,52270689,65592982,,21812898,22572757,20831201,,9152146,10240978,11557171,,87274457,75094192,91742561,,28860093,22823503,26149579,,19707947,12582525,14592409,,14090676,12570864,10677401,6669620,685499,-1923017,-1511197,1270444,1186201,1027812,507218,8.98,8.94,8.93,5.55,17149345,20102387,20398857,21481780
재영솔루텍(주),049630,,,,95279708,,,,31062135,,,,46801614,,,,48478094,,,,63683392,,,,45834904,,,,12875272,,,,2500000,,,,0,,,,2277058,,,,6339661,,,,31596316,,,,20518190,,,,113559212,,,,15739479,,,,8920799,,,,128221012,,,,14661800,,,,5741001,,,,6185527,-89044,-4177363,1659792,-1726369,1206418,1199718,1528783,1642629,,9.04,11.07,10.6,14479571,21416231,25145607,29265620
전방(주),000950,0,345935567,320207175,301082748,0,54405358,46027531,42814525,0,125637498,113316378,102235529,0,220298069,206890797,198847219,0,174080868,152422615,140438997,0,130844540,120296760,124571369,0,15115385,9426360,5827216,0,69895984,70043317,73601589,0,0,0,0,0,2072004,2260823,3215863,0,4964000,6077587,1689996,0,171854699,167784560,160643751,0,39529452,28647296,33984006,0,280588162,277415348,277298455,0,71232140,67288847,59421004,0,17589065,18509946,15959736,0,316996200,308674937,312224025,0,36408038,31259590,34925571,0,18818972,12749644,18965835,0,1689744,-3860594,8859398,93811,204292,-15102,1179283,12415673,10421690,8331998,3662984,9.74,9.26,7.95,3.88,187430871,180825771,173714053,171179291
제룡전기(주),033100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474918,1421855,-1911860,531318,225681,230521,262679,227883,7.39,7.23,7.48,6,4457968,4659896,7181202,7587772
제이더블유생명과학(주),234080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42246,-40106,400088,,1602224,1297526,944667,,,11.92,17.36,,14991102,13976901,0,
제이더블유신약(주),067290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1060121,-75168,2270404,-2335286,90219,188383,144992,230219,,24.08,24.03,11.7,3410476,3174906,3053708,3275023
제이더블유중외제약(주),001060,382659210,397461604,385284655,385600241,214184661,229532922,211658751,177387523,268299428,292008305,270225756,241026087,114359782,105453298,115058899,144574154,301815136,311986800,296365090,284877861,192376918,206341660,198505532,192853261,13653987,13898387,10063929,3005671,92379481,105679646,88389647,83576847,0,0,0,0,72279658,59897364,55648681,29332901,20060110,34141941,24345928,22021225,80844074,85474803,88919566,100722380,117821391,134030042,130562780,123459612,140928222,159687293,173425223,203043760,54114767,62475383,58567005,63638564,64554650,74935627,84100056,103960261,232853167,276077520,298378146,353915584,91924945,116390227,124952924,150871824,27370295,41454600,40852868,46911563,4155879,6596657,8825282,11567940,32224700,-11231233,-5198434,-25805896,23592263,21575051,20596340,16454337,15.12,12.92,13.22,12.32,65678350,67596300,85125986,84369018
제이스코홀딩스(주),023440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4237756,-3886998,4896300,-3206096,807927,869941,943496,495992,8.7,7.26,5.27,2.84,8322925,8196827,8309247,8031731
