구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)유씨아이,038340,,,168361836,202880591,,,110076232,146607989,,,113193321,150534492,,,55168515,52346099,,,147180152,180627062,,,136896702,171084599,,,437361,5081510,,,11161926,12568306,,,0,0,,,7163956,8467871,,,4589193,3598924,,,21181684,22253529,,,3275004,4807604,,,37464214,51505095,,,3117089,3926503,,,10187658,11046585,,,52210205,72553489,,,14745990,21048394,,,4558333,10001809,,,2595823,4237690,,-3684023,-981556,2544684,,850670,1049831,937507,,,8.3,5.83,,6378702,6976978,8399126
(주)유아이디,069330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48948,-55769,530342,,294112,215973,160043,,,11.66,10.32,,2371254,2766573,3481493
(주)유유제약,000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71695,-1202858,3200337,1918075,2016897,967716,905554,388818,15.43,8.14,10.82,9.1,6794837,24193849,24053777,24391082
(주)유진로봇,056080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-736903,6702,278950,,80292,76738,4453,,,0,1.93,,294138,273100,213301
(주)유진테크,084370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751174,,,,86583,,,,,,,,934933
(주)유한양행,000100,526319194,556136174,583758560,631036768,220392852,217125697,219702688,243093626,248152352,249678072,257899838,283665501,278166842,306458101,325858723,347371266,243330489,232554442,214314522,223104102,172434896,173900796,134391051,158230522,9884085,6239507,5752334,1097734,69789135,63741852,54193880,53468780,0,0,0,0,21282181,27537720,38153177,47954587,63008769,83978311,87015318,87752238,282988705,323581732,369444038,407932666,105540317,102933527,95202659,108872777,103608584,120751300,143354514,160091968,27759500,32552375,38197150,40571875,61546360,67255925,76605888,84942801,190273889,223498960,261737809,290715289,86665305,102747660,118383296,130623321,25118945,35491735,41777408,45680520,32756827,33174367,40488020,45683876,6008181,5681576,10555965,9688965,14751902,9839570,8378741,4867398,11.59,8.44,8.62,5.87,154610097,160220765,163151716,165529950
(주)이건홀딩스,039020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339756,1364331,53966,1850739,3337707,2495526,2741005,2460758,15.29,10.82,10.62,9.14,20055346,18688661,17991157,17768114
(주)이글루코퍼레이션,067920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,11.3,,,0,0
(주)이글벳,044960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479845,-67180,-175888,380824,306646,251496,123168,81143,,12.11,7.18,7.66,2509272,2463998,2408882,3928249
(주)이라이콤,041520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4301090,-916788,-204790,358706,67254,219713,280346,278694,,4.99,5.51,5.89,14078723,13740123,13826238,15136776
(주)이랜텍,054210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438609,1163825,,,572568,340536,,,,6.31,,,11830022,12265394
(주)이루온,065440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89859,1854129,-358784,1321096,2918,23408,80489,75308,,4.09,10.19,6.61,11446,167805,867990,590244
(주)이브이수성,084180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31556,28294,,,341465,341651,,,,7.49,,,7674780,7368432
(주)이상네트웍스,080010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742370,,,,19736,,,,,,,,115283
(주)이수페타시스,007660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1264971,19025761,-12268146,-1126485,4630784,3142038,3477343,1804926,9.47,5.02,5.39,4.32,54333173,87937780,78946767,68125762
(주)이수화학,005950,422429837,449196274,498242943,431249848,128142098,131562308,135704729,104505545,169267355,168613499,197865384,162778512,253162482,280582775,300377559,268471337,207163867,210414010,216445414,151952662,111446171,144380990,144523374,92945509,37539036,35793306,27432560,16566287,34682325,52182664,69123590,34789870,0,0,0,0,69588412,28898606,28289876,18662574,5237205,8065500,9199262,3370402,215265970,238782265,281797529,279297186,46826415,57740999,70410675,66357876,406489550,579816086,683759769,680314622,41125257,37051191,62160658,58272968,39764255,45816879,61780103,58224805,502588933,657064217,795015681,769620452,96099383,77248131,111255912,89305831,56335128,31431251,49475809,31081025,34590071,11383361,29468525,19273381,-10983365,-42669139,-2216320,-7203400,15876164,14341456,10534107,4303434,11.32,11.57,10.97,6.49,192973926,182667531,170073457,156012830
(주)이스타코,015020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597506,-626924,808134,4006140,2103526,1784766,950681,1255072,13.27,15.02,10.73,7.85,15011818,29261668,27093636,27809694
(주)이엔코퍼레이션,066980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42611,-39420,424937,145331,37328,69584,10021,103703,,7.44,0.78,2.46,357963,1039848,2820457,12725881
(주)이오테크닉스,039030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-415199,12912607,-9300810,-2560084,727206,510200,299159,202771,12.29,6.6,5.92,5.51,1705829,4198716,5624021,5755090
(주)이원,017940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86864814,2714068,22005014,-21855057,10296599,19248923,19335012,9629082,4.8,7.07,6,2.9,291893890,295454935,290036957,283310817
(주)이지,037370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3524965,629697,-359570,-883115,117969,2744,4154,3677,31.96,2.06,3.46,3.08,7371763,10570200,12401593,10750563
(주)이지홀딩스,035810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241227,292830,158308,-95002,524895,318444,257473,327610,8.66,6.58,3.83,3.38,6080950,8638745,14181901,13315543
(주)인디에프,014990,311333940,313856452,336534595,354973623,106068878,122111575,151952527,173166382,126715212,146573092,172748909,194018214,184618728,167283360,163785686,160955409,541541871,324026179,304876059,255447101,26242173,29990338,30077686,31709989,0,0,0,0,0,0,0,0,0,0,0,0,7800494,14150352,1714152,2896751,26443973,27808973,62797973,82797973,-230207931,-10169727,31658536,99526523,72489089,77081763,85253784,85125894,89653787,97779051,109464893,119732294,20646334,24461517,20796382,20851832,25418680,25866112,26956029,30656405,115562447,155861485,179304403,194862032,25908660,58082434,69839510,75129738,489980,32216322,42883481,44473333,71449033,49871444,52604782,45883952,-9124943,6305024,-13602026,886383,7306728,5951112,5591136,5331234,9.76,161.4,151.64,6.62,77122293,102392109,99338836,97317191
(주)인바디,041830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104146,-2836504,906693,298953,19775,18155,8724,3590,,9.76,6.15,4.36,239039,198914,2474404,3338850
(주)인성정보,033230,,,107281766,85709665,,,53871946,57794350,,,72435389,70593794,,,34846376,15115871,,,32643397,38338497,,,29765480,37496954,,,459370,44070,,,11836601,13260595,,,0,0,,,1477715,5508388,,,11922467,11599029,,,74638368,47371167,,,31255237,34742243,,,121302798,105234156,,,18563444,12799444,,,13719642,13849849,,,133641967,112106943,,,12339169,6872786,,,-1380472,-6977063,,,-6567716,-24761167,1623782,338515,-3775323,1679126,1035495,302022,375581,344748,10.2,7.94,8.47,8.1,2806433,7073518,6576351,5664944
(주)인스코비,006490,,44465179,40615017,31110948,,16063195,14624713,15842830,,19247206,17456068,17674089,,25217973,23158950,13436859,,14869071,12610424,13457859,,14278739,11314640,12598836,,268227,35000,55000,,4050274,2141197,3889251,,0,0,0,,796894,5339099,1352999,,661132,0,50000,,29596108,28004593,17653089,,6604327,6507785,5666570,,13005015,10317092,7179701,,3184010,2831355,1831258,,5913841,5091222,6460341,,15284293,20372588,7695797,,2279278,10055496,516096,,-3634564,4964274,-5944245,,-444531,-2575230,-8148480,2249491,-1740550,404377,-36572,91410,104171,93760,208214,2.3,17.81,5.82,5.63,4727404,5176385,5463185,3640662
(주)인지디스플레이,037330,,,,40092323,,,,18144277,,,,22036220,,,,18056103,,,,38392649,,,,20856078,,,,2404501,,,,6463329,,,,0,,,,2585959,,,,2210945,,,,1699675,,,,9642745,,,,58190442,,,,3891944,,,,5467499,,,,61448164,,,,3257722,,,,-2209778,,,,-21900326,5755880,-4485985,846043,-1050354,1029729,1242861,1229723,1579790,7.89,16.48,6.31,6.8,4567544,8548233,10016148,9191932
(주)인콘,083640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282270,,,,142706,,,,,,,,733771
(주)인터플렉스,051370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075,1382036,-618617,4011348,29971,19846,243425,479907,,1.03,4.26,2.71,331797,8353503,10018118,17452853
(주)인트론바이오테크놀로지,048530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7297,152295,-130942,113196,5774,31851,96881,127827,,6.14,9.54,9.16,214778,1257930,1249538,906687
(주)인팩,023810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108275,38009,25701,557968,1134028,477252,309909,236800,17.94,12.36,8.3,6.47,7138306,10767927,11177529,11263262
(주)인피니트헬스케어,071200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1163473,,,,421070,,,,,,,,3995931
(주)일신석재,007110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015602,-4030275,179087,-1325406,16661966,5634462,3273372,3365695,22.16,14.99,0,99.61,24688649,24145152,25190702,24999144
(주)일야,058450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18867,516664,-337164,,364670,287966,70630,,7.08,6.39,2.08,,8240317,7782420,8353212
(주)일지테크,019540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2346947,2422232,-2712171,797072,971453,1135142,644379,173481,7.28,11.75,9.65,4.94,18457995,23339209,21612659,20673872
(주)잉크테크,049550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154300,,,,202823,,,,0,,,,10833488
(주)자연과환경,043910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499039,,,,41051,,,,,,,,686159
(주)정상제이엘에스,040420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100177,-976234,413214,-18699,161300,100401,129106,253228,,7.44,10.37,7.51,762852,1777018,1758699,2728826
(주)정원엔시스,045510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415184,1142247,1243597,-2012410,1090106,511504,232873,275882,,31.31,6.27,5.45,11832541,11694810,11599293,11678709
(주)제넨바이오,072520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870114,742669,,,54048,82754,,,,5.21,,,3742993,8208015
(주)제우스,079370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3143741,,,,193100,,,,,,,,4592693
(주)제이브이엠,054950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248932,-261969,,,161902,220101,,,,5.02,,,8090734,8018110
(주)제이앤티씨,204270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576875,,,,92105,,,,,,,,2767176
(주)제이에스코퍼레이션,194370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159781,,,,560079,,,,,,,,218779,,
(주)제이에스티나,026040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-428413,3343665,904181,-625144,810984,522643,599911,909811,12.53,8.99,9.37,8.91,2099038,1999528,2113287,8356217
(주)제이와이피엔터테인먼트,035900,,,69052745,46639378,,,44196021,27022291,,,49582933,29408248,,,19469812,17231130,,,47347544,35012498,,,3913265,13150577,,,5267980,2210000,,,1978352,7087722,,,0,0,,,14188764,1589984,,,17395687,10376006,,,21705201,11626880,,,9449923,9561293,,,19156515,13946639,,,5386912,2385957,,,4562879,4863166,,,24105609,17418009,,,4949094,3471370,,,386215,-1391796,,,-1130407,-5506571,,1518044,11370906,-12206132,,546056,1244098,2189277,,,2.88,5.85,,9903196,9409302,1529253
(주)제이웨이,058420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793484,3383972,-1586404,,16234,28354,21310,,,9.05,8.14,,909033,782142,1457991
(주)제이티,089790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665104,-2620600,,,11472,15921,,,,2.27,,,1748461,2929446
(주)제일기획,030000,,,550411885,661135023,,,422759809,536037936,,,422759809,536037936,,,127652076,125097087,,,347637980,425796850,,,339780052,416934598,,,0,0,,,0,0,,,0,0,,,45481142,43847106,,,112613205,144200000,,,202773905,235338174,,,150708161,201674644,,,238150983,309589303,,,0,0,,,75945654,95418121,,,357645011,453788479,,,119494028,144199175,,,43548374,48781054,,,33056247,40676234,34413406,4232181,-29150629,-35573,824951,0,0,0,9.76,0,0,0,77136817,74511714,70522372,69297255
(주)제일바이오,052670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27137,-112185,105941,1552274,286238,215476,181295,7470,10.35,9.1,7.11,0.49,1701749,3214192,3005827,2880598
(주)제일테크노스,038010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890827,-962027,1031512,-2010968,243602,263264,227068,550578,8.16,6.65,3.07,6.14,12246566,11676079,17335301,16760384
(주)젬백스&카엘,082270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-216005,,,,47017,,,,,,,,2575594
(주)젬백스링크,064800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745972,-951931,561110,,1604,0,2482,,,0,0,,619939,660950,1068787
(주)조비,001550,,,64025411,56408039,,,8267506,9666731,,,22751459,23395797,,,41273953,33012242,,,29542796,27211427,,,22755582,20316260,,,3499215,0,,,19695819,14962964,,,0,0,,,77001,1901149,,,2419200,1760570,,,34482615,29196612,,,6310481,6549700,,,30146902,28785606,,,14483953,13729066,,,7821267,8597590,,,40416172,37424940,,,10269270,8639334,,,2448004,41744,,,-736695,-907420,-5182557,892661,-921460,1485087,5024372,3510348,2961228,2269300,14.36,12.24,10.77,9.3,30881596,27917646,24203164,23531912
(주)조이시티,067000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210055,,,,29821,,,,,,,,764622
(주)조흥,002600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17226027,6684505,-2544731,-3759731,1314054,867427,519235,146453,7.69,7.95,17.1,3.29,17356609,15646122,16414983,15747248
(주)종근당바이오,063160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8078901,-6076002,,,520000,4275546,,,,7.32,,,48720973,46342611
(주)종근당홀딩스,001630,566032966,581684037,487374478,420639604,195102374,199704231,187248774,116071206,252737136,268678261,245361129,164917513,313295830,313005776,242013349,255722090,355651372,357486905,310221307,304894487,181516286,201698162,245819794,274503955,43939653,37656675,29384441,20643813,87170824,75678897,124699337,158866937,0,0,0,0,6642761,6781265,3396173,5034286,46665837,35392171,53564941,25906710,210381594,224197132,177153171,115745117,125442855,133467080,116506343,80465341,181698571,154563375,147581294,138754723,57634762,68974030,58112355,48846307,69747971,70438352,71089054,121246686,285511106,265416974,258067774,242408765,103812535,110853599,110486480,103654042,34064564,40415248,39397426,-17592643,2984207,3293646,2353844,-59746814,69193,535536,-3903250,-416765,39598216,32457315,27931898,18019229,14.95,12.49,11.92,21.5,195884556,189805548,120408324,114198543
(주)좋은사람들,033340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12134233,-3033844,-2306513,2144486,1178677,844130,1067325,905899,11.3,9.8,10.04,6.78,6641320,7013433,7229335,7513986
(주)중앙디앤엠,051980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235677,911905,2295468,,82983,72787,81656,,,16.14,1.75,,984694,1096154,1005678
(주)중앙백신연구소,072020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74181,34159,670587,,193815,157693,92559,,,5.33,4.47,,2279368,5110002,5057493
(주)중앙에너비스,000440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-643681,487514,-444419,18004,462623,418718,581361,671218,8.57,6.8,7.5,7.2,13378264,43682460,43990072,43791355
(주)지누스,013890,152991346,164201228,176721892,145014869,108365901,103338698,116201998,86918792,128278043,122996954,133309696,102012881,24713303,41204274,43412196,43001988,114628418,111493173,121432699,87658982,81057771,63718907,73016928,61680792,0,0,5000000,798000,33354700,38443400,8830000,17579300,0,0,0,0,2682623,234155,991414,531727,37493607,37830372,44856917,42187799,38362928,52708055,55289193,57355887,22630817,35706322,26270243,19149864,150437430,199180589,192305521,121645765,19912142,19658256,17107697,15094089,18132801,13313760,8700904,7826178,174131338,221001851,211251190,134734274,23693908,21821262,18945670,13088509,5561107,8507501,10244765,5262331,4012830,2848721,3543170,-1167499,1436161,-2361037,116050,-85775,7099008,7572313,9605965,6826027,9.84,9.82,10.43,8.06,14214612,14132698,14869202,6082291
(주)지니뮤직,043610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148635,-222719,197810,-177741,177390,114155,147343,213624,14.02,9.68,6.71,6.86,808431,1938429,1915820,1906447
(주)지어소프트,051160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355657,6781510,,,387,4262,,,,0,,,362757,665844
(주)지에스글로벌,001250,972164972,952373038,591742684,491225043,657897848,616527958,344168714,285740415,710623108,677945675,386345906,319843012,261541864,274427363,205396778,171382031,903320913,946899129,746370689,501628714,839286605,915814876,727398761,425096782,60142141,26352892,14984481,71502335,451664965,446030158,449244089,143547178,0,0,0,0,32076418,11912804,20056313,33478645,97504861,65407712,6849296,3026154,68844059,5473908,-154628005,-10403671,426535983,462394113,335045553,233585091,6992257255,3252047518,2302216555,2012132082,52725260,61417716,42177192,34102597,70757228,83358767,214455735,74206868,7078703837,3353017795,2396804342,2090509536,86446582,100970277,94587787,78377453,15689354,17611511,-119867947,4170585,-7562276,-64368020,-185323400,110252667,-4332217,162707,-1070053,18483815,54900918,35976572,30254753,13054874,15.85,12.28,13.8,9.05,107971844,105215944,64274710,45466667
(주)지에스리테일,007070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413543,-1734414,8431312,-6198495,21234788,25644121,18119931,17946456,,16.18,9.09,6.32,867606124,798359890,830247547,781494390
(주)지에스이,053050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125126,3614365,-3792104,,0,12188,7370,,,3.68,4.45,,130973,78957,62905
(주)지엔코,065060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-348328,11948760,,,22348,6868,,,,0,,,5112035,5466852
(주)지투알,035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3149549,4465516,-3719728,-243271,715164,398,0,0,28.61,0,0,0,24186297,24139405,24978684,3815501
(주)진로발효,018120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551283,-3509472,144133,-299262,326572,71646,75404,39655,21.48,18.5,19.47,0,21211541,21695579,20951231,20660320
(주)진성티이씨,036890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277897,-227205,225204,-91785,581278,527487,356631,330586,8.53,9.23,7.65,7.41,9860448,10099843,9778601,12538184
(주)창해에탄올,004650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1123021,-16320,-7120,7405,1200704,967828,835829,670939,,10.24,8.66,7.37,9278243,9234094,9013954,8878910
