구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(천원),영업이익(손실)(천원),영업이익(손실)(천원),차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,부채(*)(천원),부채(*)(천원),부채(*)(천원),자산(*)(천원),자산(*)(천원),자산(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(천원),유동부채(*)(천원),유동부채(*)(천원),유동자산(*)(천원),유동자산(*)(천원),유동자산(*)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율
(주)기산텔레콤,035460,20.57,-20.23,-24.95,3514215,-1730103,-4265786,1.86,1.64,4.75,118.32,-5.45,-6.1,114.45,-21.7,-2.93,50.42,-18.61,-5.8,-24.51,-75.05,0,-33.66,0,0,10.15,3.11,-15.29,24.67,16.67,23.66,11.94,2.04,-9.99,9.5,1.78,-8.73,75.33,83.33,76.34,3.89,3.23,3.03,6.21,4.64,4.92,0.94,0.57,0.57,51.32,37.49,37.46,18.28,11.89,17.24,645.71,814.97,540.54,798.73,798.3,715.35,536.94,692.6,443.24,19.31,34.36,33.26,70.71,60.79,58.38,218.84,463.1,37.1,10304914,6699932,8706476,66687063,63051932,59203134,45527375,37052847,34905527,-7.74,45.37,11.2,8641298,5361067,7845776,55797960,43690960,42409631,-1.75,8.2,2.79,7.88,7.51,8.89
(주)까뮤이앤씨,013700,1,1.13,1.28,8917630,7878834,6414679,33.81,32.5,27.4,-2.43,-4.04,-7.87,49.13,-4.05,-11.84,0.37,-6.85,-0.96,-50.64,96.59,-12.33,168.38,-11.65,-18.58,0.29,0.62,0.55,14.08,13.79,12.1,0.3,0.59,0.51,0.14,0.28,0.26,85.92,86.21,87.9,4.7,4.24,5.07,1.69,1.37,1.6,0.48,0.46,0.48,1.16,1.32,1.32,112.63,101.7,84.8,204.05,175.9,195.09,384.25,388.69,390.84,77.58,75.11,92.53,93.37,88.58,85.62,28.6,24.2,26.16,6.85,13.31,21.44,97704054,89243000,74826194,184452827,176994085,163062790,89073995,82969530,82173351,22.63,6.36,14.45,50703233,56432420,44857682,103458198,99264621,87513711,24.83,6.84,13.16,12.98,11.62,9.82
(주)나노엔텍,039860,9.67,-27.53,-80.16,4887354,-5196188,-2109521,6.84,0.6,0,197.74,-21.03,-2.12,252.32,-41.63,-6.58,97.27,-26.06,53.1,71.58,0,0,170.52,0,0,24.5,-22.49,-7.68,56.56,39.6,45.91,16.13,-6.92,-3.91,11.74,-5.95,-3.56,43.44,60.4,54.09,2.01,1.52,2.99,11.44,5.47,6.79,0.48,0.26,0.46,32.16,11.23,11.84,23.33,8.51,10.8,630.32,1242.14,881.66,962.03,856.04,815.8,607.9,1101.26,785.65,18.42,40.29,44.31,71.57,57.81,53.2,50.97,3.91,140.23,11221833,3675794,4468065,59323454,46849372,45857741,18992486,14043481,21500321,11.2,46.19,36.83,8006017,2371392,3121167,50463161,29456024,27518077,6.62,12.09,7.65,9.99,8.7,18.72
(주)남선알미늄,008350,-0.19,0.79,0.77,-3057268,10010037,8707254,64.07,63.49,49.92,-6.95,-6.62,-36.77,2.25,6.79,-20.09,8.85,16.42,-11.33,0,0,0,0,0,-13.01,13.68,-3.62,2.23,6.39,11.65,13.01,0,-19.94,11.72,11.52,-3.81,2.64,93.61,88.35,86.99,6.23,7.19,5.87,7.18,7.71,8.57,0.84,1.05,1.18,1.26,1.64,2.02,396.49,455.18,237.57,134.23,172.62,193.64,341.8,41.99,36.9,81.11,95.86,143.67,346,362.75,189.71,7.73,14.58,21.18,16.27,19.15,17.56,150707984,144488617,78422479,188718243,176232127,111432404,164952937,192044005,170287979,4.87,6.71,9.99,42615613,35385863,25206165,57201243,61083902,48809210,4.45,5.05,4.6,10.48,10.87,13.54
(주)남성,004270,1.19,1,1.69,4777758,2295053,2463018,31.67,30.76,31.68,0,17.2,-6.41,0,1.39,-36.46,0,-21.74,7.74,0,10.89,14.88,0,-51.96,7.32,1.8,2.55,2.72,12.85,11.69,11.12,4.96,2.59,2.86,3.07,1.57,1.72,87.15,88.31,88.88,39.32,9.05,6.92,56.93,22.43,26.58,1.71,0.61,0.63,4.64,1.71,1.57,61.6,68.25,63.94,271.65,83.21,69.6,322.99,363.56,349.22,245.83,75.51,61.18,110.69,122.4,133.61,19.9,-5.5,-8.08,4.06,5.27,4.47,36022257,44927543,40427270,94502833,110753612,103656597,80569242,63052416,67929562,6.64,3.88,-0.03,10958448,36273988,27552900,29768985,30183424,19177419,2.97,2.76,-0.02,26.94,7.14,4.37
(주)네오위즈홀딩스,042420,1783.61,4635.99,999999999,10690960,6754639,8718316,0.13,0,0,0,5.92,23.55,0,-0.17,24.97,0,-11.72,33.21,0,-21.34,4.72,0,-36.82,29.07,26.3,23.44,18.43,47.79,36.5,41.1,15.42,11.67,10.81,13.51,10.33,9.4,52.21,63.5,58.9,4.97,4.57,3.87,0,0,0,0.51,0.44,0.51,16.22,11.02,8.53,14.1,12.09,17.36,1009.59,1223.43,738.21,4018.3,4238.4,5001.17,1009.59,1223.43,738.21,10.74,16.39,16,81.61,78.4,74.67,228.85,729.6,138.73,8496113,7854956,13312036,68770612,72839188,89991288,35332376,31190027,41547605,125.99,138.06,85.72,6170490,5083344,10528189,62296556,62190928,77720556,30.3,34.77,27.47,6.54,3.18,0
(주)네이처셀,007390,2.39,-1.87,-1.61,1281179,-877123,-894958,28.79,37.45,30.25,16.9,-20.04,-5.27,26.38,-24.14,7.96,67.04,-38.17,29.07,30.72,0,0,-7.73,0,0,3.81,-20.62,1.05,22.17,9.19,7.96,6.87,-25.03,1.86,2.84,-9.8,0.74,77.83,90.81,92.04,2.34,1.49,2.57,3.1,1.81,2.21,0.75,0.48,0.71,5.26,3.33,6.86,152.24,159.38,141.17,233.57,144.64,280.92,159.11,117.82,120.04,177.16,81.61,186.64,43.86,56.07,25.73,47.24,24.19,57.53,0.14,0.1,33.07,12393836,10088898,9104062,20534862,16418794,15552957,14203630,8781762,11335010,-0.1,-2.64,0.17,7263124,8897877,4945684,16964600,12869658,13893551,-0.09,-3.03,0.14,8.93,7.79,10.22
(주)네패스,033640,2.39,0.86,3.68,1313550,408801,1372303,60.17,41.16,47.83,33.92,-15.59,-13.81,18.52,-47.01,-0.42,98.36,2.45,-15.19,-63.02,29.61,0,73.07,-68.88,235.69,1.87,2.36,-22.23,18.97,13.08,17.96,3.66,5.11,-39.75,1.55,1.91,-17.84,81.03,86.92,82.04,13.38,8.76,7.12,27.01,22.74,22.29,0.83,0.81,0.8,5.17,3.59,2.8,250.86,109.57,140.39,114.49,119.62,137.34,278.49,307.9,231.37,109.1,107.58,128.61,122.37,123.89,126.85,8.24,6.71,12.84,9.72,14.31,18.93,20086008,12397970,11936615,28092719,23713279,20439339,20391083,20890451,17718164,7.16,3.52,10.42,15979782,8104185,7029256,18294772,9694292,9653685,7.06,2.09,7.02,4.91,3.56,3.82
(주)넥센,005720,1.39,4.43,3.76,4192294,13444551,9531799,27.09,19.83,24.42,38.88,-0.13,9.51,6.31,-7.59,-9.51,10.24,25.7,-1.45,-71.86,616.2,-2.48,-40.68,220.7,-29.1,1.94,11.06,10.94,16.45,20.15,17.33,2.46,14.5,12.68,1.3,8,7.45,83.55,79.85,82.67,7.46,8.05,7.94,7.13,8.12,8.58,0.67,0.72,0.68,1.4,1.42,1.46,90.62,72.75,67.76,81.5,107.88,98.3,686.52,756.56,853.15,55.64,76.35,65.65,132.78,124.25,128.84,-6.89,2.05,-0.4,20.71,8.33,8.96,94504745,83610118,87817821,198787129,198532268,217411728,114367679,143763793,141683521,3.89,1.72,13.76,74012163,51676969,51316107,60323005,55746749,50444891,3.22,1,8.53,7.54,6.51,5.49
(주)노루홀딩스,000320,1.41,1.13,0.8,18644671,13875078,7127207,31.7,35.74,25.85,0.61,-0.24,1.88,-1.06,-12.84,36.89,6.4,-0.76,-0.28,1.92,17.38,116.35,2.1,-25.58,-48.63,4.67,5.52,11.98,20.52,18.79,17.72,5.31,6.32,13.22,2.97,3.48,7.47,79.48,81.21,82.28,6.54,6.25,4.57,7.21,7.61,7.69,0.64,0.63,0.62,1.03,1.04,1.11,76.68,86.47,68.45,108.81,102.71,107.35,1481.3,1400.14,1560.66,74.11,67.6,79.37,129.3,142.78,115.42,2.17,0.62,2.15,15.77,4.29,9.53,141489977,150819347,134644649,326012481,325231489,331354636,206853505,205277372,204712154,9.43,9.29,1.51,80355494,74193893,97176765,87431630,76203675,104316535,6.45,6.83,1,12.16,11.15,8.78
(주)녹십자,006280,0.44,-0.55,-0.11,4387250,-3012194,-127405,60.09,22.22,34.33,21.14,38.72,-43.55,9.51,113.62,-45.45,20.29,9.24,-17.49,0,0,-84.09,473.41,0,0,-16.49,54.21,10.45,39.01,32.72,33.6,0,158.51,12.42,-9.76,26.79,4.69,60.99,67.28,66.4,1.92,2.13,3.08,7.74,8.49,6.9,0.59,0.49,0.45,1.51,1.75,1.65,0,199.6,119.74,253.11,146.74,312.88,0,161.47,140.65,208.54,134.81,264.12,0,116.26,89.8,24.04,19.49,40.23,12.25,90.82,22,100751538,87883762,40578469,95093154,131914736,74467032,51358286,56102155,46288907,-2.81,1.57,-33.37,14930080,55012053,14074001,37789482,80725309,44034577,-5.52,2.46,-29.26,17.91,12.71,4.37
(주)녹십자홀딩스,005250,-4.15,999999999,999999999,-19009626,6965943,9703562,12.53,19.97,27.95,36.02,-13.07,-12.42,-33.32,-60.96,-60.69,-28.02,-85.98,15.97,284.68,-87.89,54.52,0,0,39.3,30.06,25.97,34.6,17.81,0,0,22.78,2.34,4.46,15.62,1.76,3.11,82.19,0,0,4.51,1.65,12.27,5.74,56.05,1087.28,0.52,0.07,0.09,1.77,0.25,0.3,31.02,35.5,53.17,142.25,57.71,17.57,1145.44,962.85,746.03,141.11,57.63,17.57,96.6,119.51,145.05,7.8,-8.65,-24.85,1.49,1.45,0.44,87370501,84041202,97518811,368994536,320772821,280943494,166378160,23328495,27053094,41.25,42.01,3.3,68150554,65584224,84698202,96946678,37848366,14877481,21.66,151.35,11.88,8.74,0,0
(주)농심,004370,3.88,6.48,23.25,74305911,93510603,105896368,19.52,10.55,8.48,10.17,-9.5,0,15.96,-31.42,0,6.44,3.21,0,40.74,4.77,0,19.59,25.85,0,6.56,6.66,5.98,27.83,29.47,30.42,14.25,13.21,11.22,6.65,6.98,6.51,72.17,70.53,69.58,20.48,19.14,16.51,18.99,21.16,18.62,1.01,1.05,1.09,1.73,1.66,1.76,112.08,69.31,72.35,82.98,68.08,87.09,1770.64,1663.86,1878.12,69.87,52.66,70.75,148.2,130.66,118.65,-6.18,-10.7,-4.62,1.85,2.09,14.41,625083677,438198459,516336646,1182805358,1070466163,1230021105,1144586218,1181307500,1339637495,22.14,32.95,38.44,429312994,358873288,440003516,356240824,244321178,383216047,12.09,12.22,14.82,8.48,8.39,4.37
(주)누리플렉스,040160,226.63,999999999,999999999,3548101,2842522,-287718,0,0,0,0,27.4,-18.51,0,7.25,-27.71,0,70.35,-25.57,0,7.31,-91.21,0,-19.89,0,21.52,13.56,1.6,35.77,20.45,17.07,10.8,11.01,0.93,9.59,9.05,0.78,64.23,79.55,82.93,2.26,2.47,2,151.17,141.81,122.71,0.45,0.67,0.49,36.49,68.56,67.3,12.65,29.71,7.67,845.14,357.16,1073.56,1916.06,1413.34,1387.38,842.41,354.34,1071.36,9.62,29.84,34.13,80.64,55.44,61.94,514.92,101.9,229.01,3634825,9447630,2395510,32375753,41247754,33611586,14425717,24574148,18289606,43.91,12.67,93.09,3503798,8892205,2138542,29611832,31759793,22958507,11.06,4.87,12.19,0,0,0
(주)뉴보텍,060260,5.43,8.65,16.04,1409680,2374603,2797771,31.66,23.25,15.16,0,15.6,39.89,0,17.48,36.93,0,28.98,2.1,0,484.62,10.64,0,68.45,17.82,2.56,11.6,12.56,27.94,33.36,37.1,6.77,32.97,22.57,2.99,16.2,13.93,72.06,66.64,62.9,5.53,5.91,5.78,8.06,11.09,12.72,1.17,1.4,1.11,3.09,3.89,3.47,126.74,86.98,47.8,172.33,166.21,227.68,510.02,476.62,590.42,128.65,134.8,199.24,97.19,78.4,63.79,23.98,23.13,31.88,53.58,41.8,91.82,5972597,5745630,5587907,10685158,12351536,17278306,12476150,16091452,16429955,20.34,26.84,50.19,3542766,4315229,4313482,6105236,7172527,9820986,9.74,9.58,17.07,7.67,8.77,6.35
(주)뉴인텍,012340,1.4,0.98,-0.04,2773881,2055528,-69581,56.02,55.17,56.28,6.61,-7.32,-8.06,-6.24,-10.67,-5.49,11.15,0.57,5.28,6.74,-65.9,0,-14.85,-25.9,0,3.53,1.2,-5.42,18.76,16.42,15.87,7.84,2.64,-13.24,2.55,0.88,-4.52,81.24,83.58,84.13,4.71,5.02,6.29,3.73,3.61,3.83,0.72,0.73,0.83,1.98,1.81,2.25,217.46,186.66,200.61,165.83,142.08,229.02,408.65,419.43,367.72,102.37,77.33,126.68,160.89,150.39,153.71,19.58,14.08,27.53,19.52,1.76,2.88,34391088,30298265,28547638,50205814,46530339,42778256,35143096,35342900,37209135,6.57,6.6,8.88,14931301,15567615,9127955,24760802,22118262,20904829,6.43,5.65,6.81,7.9,7.88,7.15
(주)다산네트웍스,039560,90.17,-21.49,6.78,4369761,-4492214,2515245,0.5,5.55,26.92,0,58.38,42.53,0,71.62,68.65,0,-35.1,222.43,0,0,0,0,0,0,17.1,-28.76,-1.63,25.35,13.9,19.01,15.26,-12.63,-1.87,12.73,-10.76,-1.33,74.65,86.1,80.99,2.08,1.31,3.78,9.85,3.36,5,0.74,0.37,0.81,12.36,6.13,14.67,19.83,15.88,65.44,400.46,489.92,188.16,1358.29,1711.21,1409.43,346.32,381.77,140.39,52.78,45.62,46.74,41.98,48.26,33.62,51.75,46.72,14.6,5332234,6993826,28774701,32226439,51040475,72749133,24003719,15578444,50229304,-61.65,-79.82,-10.29,4503006,6316898,27738940,18032761,30948034,52194810,-13.69,-35.83,-5.9,30.22,13.97,3.31
(주)다우기술,023590,-17.22,-481.36,-8.38,-2833820,-7391754,-3837647,6.1,5.07,2.79,-4.83,-19.5,-3.33,-54.29,-45.02,90.11,22.85,-57.52,21.3,0,0,0,0,0,0,-18.94,-83.24,8.57,13.72,12.03,7.21,-8.39,-17.44,2.39,-7.17,-15.21,2.17,86.28,87.97,92.79,4.17,2.28,3.84,9.74,7.52,17.46,0.38,0.18,0.25,5.09,2.14,18.93,17.95,10.77,9.63,167.35,184.2,393.09,960.38,823.24,804.02,144.93,167.97,375.47,89.58,92.57,74.22,9.68,7.51,24.08,1.5,4.07,131.68,34472765,17724702,15492228,226549717,182373085,176296354,87958107,37363644,45320538,-3.44,-26.59,0.25,32556085,16261015,14486458,54484209,29953438,56944491,-1.35,-12.61,0.09,1.64,0.13,6.47
(주)다우데이타,032190,6.27,2.95,0.49,2760802,4286450,683583,14.42,26.72,21.8,50.29,25.7,0.85,29.12,21.26,24.57,21.31,66.09,-20.07,0,0,0,-5.85,55.26,-84.05,-0.65,0.58,-2.47,12.67,12.9,12.01,-2.09,2.24,-7.97,-1.06,1.16,-3.51,87.33,87.1,87.99,4.79,6.17,3.89,16.91,22.38,13.07,1.62,1.99,1.42,63.69,33.38,26.05,71.25,113.71,141.35,155.88,116.95,130.28,303.18,305.36,272.71,134.76,99.25,108.44,63.56,84.07,60.52,22.54,8.79,17.41,44.16,29.02,21.05,24008889,38594745,42844488,57707180,72535668,73155776,78014621,129577500,103575341,-4.83,0.53,-2.99,23279826,37623834,42072469,36289095,44002603,54812391,-1.49,0.16,-1.24,4.76,10.5,7.84
(주)대구백화점,006370,2.23,3.32,6.73,64752321,76912368,88243723,40.3,31.36,21.06,-5.2,3.43,4,-3.93,21.55,11.55,20.54,11.97,9.37,0,13.58,10.59,90.68,18.78,14.73,7.6,7.71,7.8,26.22,27.12,28.79,24.96,21.93,20.62,6.92,7.94,8.46,73.78,72.88,71.21,9.67,15.97,42.07,10.25,10.69,10.03,0.91,1.03,1.09,1.43,1.64,1.85,196.76,159,130.39,123.01,74.12,68.91,319.03,378.09,418.85,84.39,51.73,47.22,211.45,171.49,146.9,5.38,-11.79,-16.35,27.37,22.11,21.8,307089905,294086414,281967848,463159467,479043845,498221056,433097878,484935076,530371127,5.25,25.11,35.12,108248584,218359165,262001711,133157272,161857558,180549559,3.72,15.23,18.67,12.81,13.77,10.28
(주)대덕,008060,12.32,38.44,1697.17,52169484,33293427,26085480,10.68,0,0,0.14,-3.33,10.42,4.99,4.36,-1.59,30.27,-14.48,-8.55,96.54,-33.89,-19.44,109.23,-36.18,-21.65,16.78,12.97,11.43,19.87,16.49,14.94,20.94,12.13,8.91,15.01,10.09,7.86,80.13,83.51,85.06,5.11,5.18,7.14,9.11,8.18,10.57,0.89,0.78,0.69,4.16,3.95,3.96,32.21,10.01,16.57,291.98,800,450.95,1259.19,1422.36,1440.13,243.31,709.84,414.25,45.24,31.89,42.79,43.25,62.14,49.26,116.91,45.13,49.09,93487367,33740407,58219584,383724502,370947711,409585774,343173999,293467635,268363072,67.08,259.11,154.94,86446151,32927290,57486242,252407076,263417366,259236513,18.27,29.79,33.61,8.15,4.23,0
(주)대동,000490,2.43,1.25,-1.28,11347404,5543165,-3705096,13.2,17.69,12.11,0.23,-4.03,-12.02,12.02,2.4,-24.75,0.27,-13.65,-30.67,-23.17,-36.69,0,-40.82,-51.15,0,1.95,1.43,-1.36,24.8,24.66,22.16,3.83,2.36,-1.56,2.14,1.38,-0.99,75.2,75.34,77.84,7.01,4.58,4.19,6.53,6.63,5.82,1.1,0.97,0.73,2.2,2.04,1.49,75.7,66,50.36,166.06,188.17,167.75,641.3,651.4,632.67,101.34,135.07,114.04,101.62,91.31,92.5,16.77,21.08,15.54,18.74,2.16,62.86,115192570,102013878,75607745,267360487,256578391,225728650,293669729,253584108,175807871,19.33,10.38,23.49,67886849,61349409,51786039,112730208,115440873,86869426,7.58,4.18,10.1,11.08,10.97,7.97
(주)대동스틸,048470,,2.08,7.12,3082745,1768742,4476839,,20.38,19.47,,0,10.29,,0,18.1,,0,25.35,,0,211.88,,0,153.11,,1.19,2.96,,7.98,10.07,,4.37,13.13,,2.37,7.02,,92.02,89.93,,4.07,4.89,,12.57,12.1,,1.99,2.37,,7.23,9.11,,84.79,89.32,,171.76,180,,397.26,427.67,,132.37,123.94,,57.32,49.48,,28.82,32.83,,3.34,2.29,17665691,16842377,19100014,32681053,36705622,40483387,75902565,73006463,91511769,,-32.68,-8.56,13515195,14740854,16611994,20532110,25319285,29902342,,-7.54,-1.79,,11.37,8.18
(주)대륙제관,004780,1.65,1.92,3.99,3058853,3656694,5951266,27.48,29.85,29.14,-1.47,5.51,2.17,1.56,20.32,5.09,-0.59,8.88,3.43,-80.49,183.56,142.41,-48.42,19.54,62.75,0.7,1.83,4.3,15.07,14.95,18.53,1.73,4.87,11.07,0.7,1.96,4.58,84.93,85.05,81.47,5.06,5.05,4.25,10.83,11.23,11.81,1,1.07,1.06,2.56,2.87,3.04,147.03,150.28,134.09,83.15,91.2,99.03,414.05,431.21,471.02,62.16,73.57,79.89,147.42,135.19,123.37,-8.17,-4.44,-0.46,11.58,13.4,14.85,36527083,38880789,37895312,61370148,64753523,66156504,61873565,67367157,69678287,16.73,8.24,4.95,29762915,32649423,31598074,24747470,29776268,31290620,9.88,4.76,2.69,11.24,10.54,7.73
(주)대림제지,017650,13.6,31.68,45.42,10502677,8239212,4810990,23.05,13.47,12.43,13.63,11.69,10.18,50.54,34.76,17.37,46.81,-20.17,-4.64,5441.29,-17.2,-37.76,1214.63,-21.55,-41.61,12.57,13.04,8.51,23.14,23.77,17.9,55.66,30.34,15.25,25.87,19.02,10.68,76.86,76.23,82.1,6.13,4.73,6.79,33.5,21.58,22.71,2.06,1.46,1.25,3.91,3.38,3.33,76.88,46.62,39.51,242.23,448.65,601.09,373.06,502.62,582.03,209.77,396.41,560.53,89.9,59.63,51.34,28.87,46.11,52.69,16.8,46.9,86.56,12905468,10545388,10349138,29693048,33163509,36540358,57417447,45836405,43708189,39.69,72.62,88.83,6027590,4385642,3842016,14600567,19676274,23094066,8.92,16.71,21.03,8.84,4.6,2.35
(주)대명소노시즌,007720,0.3,-1.97,-7.16,2686808,-15168932,-18360363,45.28,77.46,8.86,0,-45.25,-34.05,0,-55.92,-45.05,0,-37.17,-19.98,0,0,0,0,0,0,-7.45,-115.69,21.85,9.37,11.03,-21.51,-14.46,-476.19,0,-3.83,-48.27,12.43,90.63,88.97,121.51,1.87,1.63,2.35,1.38,1.22,3.19,0.51,0.42,0.57,22.11,8.64,4.19,277.74,0,139.56,408.9,207.51,162.06,53.84,-21.9,140.51,235.82,122.89,159.16,45.17,0,98.09,66.51,36.72,22.62,23.81,28.04,23.72,132860613,118431458,38013160,180696310,98939923,65250717,92848817,58334856,46676740,0.06,0.75,-16.89,38905828,33792984,23777561,159086819,70123425,38534653,0.08,1.52,-13.76,10.82,9.74,6.22
(주)대성미생물연구소,036480,3.69,7.67,25.94,980916,1106796,1837639,8.98,2.1,1.44,36.16,3.82,0.78,30.1,8.35,-9.66,7.88,21.15,-5.01,-53.86,46.41,4.25,-11.99,12.83,66.03,6.7,8.09,8.88,36.25,30.59,35.66,8.38,8.68,8.52,5.35,6.66,6.79,63.75,69.41,64.34,4.95,4.23,3.47,5.45,6.07,5.12,0.8,0.82,0.76,3.34,2.68,2.17,31.72,28.86,22.36,347.68,393.88,469.41,710.03,753.52,799.7,265.02,316.39,328.37,50.98,46.42,52.18,43.67,47.74,45.13,27.47,30.47,26.59,4279521,4131599,3397913,17770140,18448417,18592142,12303237,14905027,14157884,34.46,28.9,44.41,3133123,2996554,2271626,10893263,11802939,10663174,11.99,8.01,10.66,12.8,14.55,21.61
(주)대성엘텍,025440,2.63,1.05,1.56,8094223,3780752,4713482,52.82,52.43,46.69,41.36,11.69,4.13,58.17,5,11.3,30.32,8.12,-2.71,40.27,-14.66,-49.16,25.28,-53.29,24.67,2.7,2.13,1.11,8.8,7.27,7.9,28.35,19.41,9.09,7.58,5.22,2.46,91.2,92.73,92.1,27.19,23.93,20.89,10.8,9.01,8.51,2.81,2.45,2.21,7.46,6.69,6.44,272.83,271.07,266.98,74.59,67.61,74.11,226.58,254.27,267.72,32.14,24.19,35.65,200.23,209.57,196.27,-15.77,-20.85,-16.25,0.32,1.67,1.34,53006361,59097631,61287467,72434422,80899391,84242903,173757641,187866424,182779338,0.48,2.53,14.93,44954840,52075919,52876500,33533190,35210194,39188026,0.14,0.8,5.01,9.87,8.89,7.39
(주)대양금속,009190,3.07,1.03,-0.85,13119831,5780404,-4269910,40,39.15,42.41,51.92,-9.79,-6.74,91.23,-17.06,-6.62,38.45,-13.98,-19.69,-58.98,-86.66,0,57.36,-55.94,0,2.82,0.44,-14.47,17.06,10.99,-0.12,3.86,0.45,-12.9,1.85,0.22,-6.22,82.94,89.01,100.12,4.28,2.66,2.05,8.2,4.32,2.56,0.65,0.49,0.43,1.4,1.08,0.93,117.39,101.54,113.86,151.06,124.16,108.55,630.65,613.64,539.33,133.64,77.11,71.1,107.88,108.19,114.68,17.03,9.01,3.65,1.09,4.14,5.55,100987458,84995092,83767781,187014305,168702305,157338358,101536004,87341991,70145886,3.27,-12.41,-10.72,62365140,62935060,67218207,94211341,78138488,72964640,3.25,-12.08,-12.81,7.88,7.97,7.53
(주)대우건설,047040,,0.9,1.76,-1835068,215455716,310679834,,27.67,23.96,,0,-1.84,,0,-6.05,,0,13.47,,0,-16.96,,0,44.2,,4.82,3.52,,12.6,13.14,,9.07,7.26,,2.96,2.48,,87.4,86.86,,2.27,3.19,,4.55,5.01,,0.61,0.7,,3.19,3.71,,206.44,180.26,,239.28,218.57,,224.24,208.89,,188.85,166.54,,110.26,108.54,,37.26,33.24,,22.09,27.58,4201850878,3335743394,3126160537,5113466681,4951601127,4860446932,28776394,3041351782,3451065033,,8.2,13.3,1416398759,1324774650,1362516966,3385813888,3169980672,2978108898,,8.99,12.05,,17.53,13.9
(주)대웅,003090,1.65,3.74,10.72,19956633,31301393,41730627,27.71,20.28,7.31,-0.95,-0.18,3.27,-5.2,-2.76,-3.18,3.98,21.36,32.32,64.83,94.18,56.42,-40.29,56.85,33.32,6.89,11.02,13.03,48.72,53.31,53.1,6.2,10.88,14.97,3.27,6.38,9.83,51.28,46.69,46.9,1.66,2.12,3.32,7.49,8.9,9.03,0.47,0.58,0.75,1.58,1.9,2.36,79.38,62.52,43.69,267.54,185.82,273.03,679.48,649.57,680.5,242.48,161.29,226.29,74.35,69.83,66.86,36.66,26.34,33.89,48.41,17.72,41.42,128714250,111689285,91173190,290858938,290328022,299835371,138574876,168179205,222537324,18.57,30.11,54.38,63654126,89111580,58719996,170297201,165590236,160324767,17.25,20,22.28,12.48,12.01,9.64
(주)대웅제약,069620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)대유에이텍,002880,0.97,0.03,-7.97,1630752,76142,-4191376,25.29,40.73,50.98,-6.28,-64.76,-47.58,-30.16,201.33,-79.74,-11.65,-16.92,-47.67,0,0,0,16.06,-95.33,0,-106.73,-48.78,-173.82,16.63,8.91,-33.74,-89.05,-87.68,-579.42,-36.31,-21.07,-98.94,83.37,91.09,133.74,7.48,6.5,5.54,6.37,7.07,3.63,0.34,0.43,0.57,0.39,0.64,2.46,327.79,286.1,40990.72,34.17,293.05,52.75,665.11,259.67,0.56,21.22,252.7,18.76,383.27,42.49,26954.96,-20.05,58.63,-30.81,0.42,148.04,1.56,32702815,11143688,7864069,42679511,15038763,7883254,15005585,12466564,6523774,5.29,-31.09,-82.44,12997781,4566979,5140684,4441483,13383586,2711945,11.52,-27.79,-99.38,15.38,29.58,10.37
(주)대유플러스,000300,0.21,-0.17,-10.82,2124346,-1945289,-11243731,88.92,88.45,18.47,0,0.15,-41.2,0,25.19,-37.79,0,-3.16,-15.22,0,0,0,0,0,0,-10.35,-11.11,40.31,5.5,1.79,-5.33,0,0,0,-11.39,-11.84,45.84,94.5,98.21,105.33,8.35,8.16,7.6,11.42,11.32,13.03,1.1,1.07,1.14,1.47,1.48,1.69,0,0,80.51,80.31,71.26,198.46,-124.1,0,408.48,49.13,50.18,150.45,0,0,121.21,-6.09,-12.52,16.3,2.71,18.47,28.86,109997682,121182633,24488754,93244199,93379809,54903991,102681481,99439082,84307679,2.72,5.84,15.01,28838420,40690036,9089328,23161132,28995624,18039058,2.92,7.12,4.36,12.47,13.56,2.24
