구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(천원),영업이익(손실)(천원),영업이익(손실)(천원),차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,부채(*)(천원),부채(*)(천원),부채(*)(천원),자산(*)(천원),자산(*)(천원),자산(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(천원),유동부채(*)(천원),유동부채(*)(천원),유동자산(*)(천원),유동자산(*)(천원),유동자산(*)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율
(주)동방아그로,007590,12.07,27.54,51.66,12612092,13671107,12435785,2.18,1.95,1.52,17.87,2.28,18.25,21.69,0.96,23.03,9.4,6.89,0.25,11.5,15.32,-4.73,16.26,8.4,-9.04,11.83,12.76,12.13,36.16,34.14,33.2,20.02,19.54,16.07,11.36,11.97,10.34,63.84,65.86,66.8,7.18,8.59,7.57,2.74,2.54,2.25,0.96,0.94,0.85,4.63,4.89,4.55,75.35,52.89,57.71,220.23,297.6,279.59,745.57,874.6,925.53,113.64,148.39,140.99,43.12,39.09,35.58,41.17,49.42,49.74,35.9,88.45,87.1,32556107,26808979,33533373,75762674,77493250,91636888,67253543,71888627,72065761,50.87,47.54,21.9,25941497,19381399,25380019,57132035,57678342,70960925,24.62,17.73,10.19,13.68,31.35,16.56
(주)동성화인텍,033500,3.46,5.59,5.55,5375889,8059050,12506629,21.72,37.86,22.47,123.02,31.3,10.81,41.08,34.34,28.82,14.81,18.79,42.04,31.71,-29.21,76,-16.89,49.91,55.19,12.33,7.35,9.1,17.66,18.15,18.32,26.69,13.86,21.59,17.8,7.89,11.61,82.34,81.85,81.68,5.48,5.25,7.06,10.72,8.99,7.89,1.44,1.07,1.28,3.99,2.79,3.86,48.02,104.65,71.9,179.84,108.39,135.89,656.84,623.78,822.92,132.46,74.59,82.1,88.08,119.85,89.09,17.98,3.21,12.72,10.34,0.51,5.45,18926199,39168556,35501334,58336359,76595232,84876476,61010954,72475708,102942793,26.32,10.61,14.21,13136310,29282927,30088598,23624840,31738763,40887330,8.17,5.73,4.9,17.47,6.92,9.38
(주)동양,001520,0.65,0.72,0.12,123417891,119943168,11709671,63.77,71.61,56.38,-6.64,-6.97,-45.4,-9.75,-5.34,-21.66,43.74,-5,-58.97,0,0,0,2.27,-2.82,-90.24,-5.9,-8.64,-5.83,16.46,19.38,11.17,-14.82,-31.88,-17.23,-3.88,-5.78,-2.15,83.54,80.62,88.83,8.81,7.05,4.19,12.06,15.96,13.94,0.66,0.67,0.37,1.37,1.59,1.04,342.69,648.56,821.94,48.66,33.78,52.56,274.07,150.78,66.84,36.81,28.48,50.03,351.26,591.25,643.95,-21.79,-41.2,-27.21,0.34,0.32,0.25,1727041229,1798178798,1010285281,2231013237,2075436117,1133199925,1516572123,1440781277,591107868,0.09,3.96,0.76,946910436,1291123503,650084425,460766060,436138945,341692312,0.1,4.94,1.29,13.06,11.43,9.29
(주)동양에스텍,060380,20.12,3.3,8.84,3513715,1912502,6080306,13,21,1.4,9.13,14.06,18.17,13.13,23.09,6.19,21.22,8.77,23.98,127.56,-62.35,356.84,162.14,-45.57,217.92,2.94,1.02,3.75,9.83,7.89,11,21.05,6.8,23.19,9.72,3.28,12.87,90.17,92.11,89,10.02,9.32,9.17,11.66,10.73,13.55,3.3,3.22,3.43,13.38,14.71,13.98,100.85,114.02,58.88,158.69,156.03,206.8,528.88,566.12,630.18,77.67,103.5,128.65,61.53,53.82,52.01,25.66,26.88,34.74,5.67,4.34,8.9,13334541,16137658,13265756,26556608,30290666,35794774,84055283,91427889,113349784,-22.18,-19.53,9.77,11608278,14531894,11642777,18421477,22674207,24076733,-3.52,-3.45,1.14,9.06,11.8,20.05
(주)동원개발,013120,1.74,6.09,3.32,2751293,4829734,8087062,49.24,29.05,0.74,16.87,25.16,20.51,34.89,217.85,44.67,-2.14,97.26,71.8,-37.19,295.84,17.41,63.8,75.54,67.44,2.74,5.49,3.75,22.4,16.82,14.23,1.77,7.34,8.73,0.75,2.43,2.33,77.6,83.18,85.77,3.52,6.77,14.72,1.97,1.03,1.03,0.27,0.44,0.62,53.43,114.11,120.69,153.69,255.4,292.45,183.71,173.29,140.76,122.76,109.67,119.69,104.28,32.88,60.88,6.97,7.16,7.83,14.62,34.45,28.32,0.55,1.33,2.2,85662583,127181634,158926027,141400182,176977855,213269863,35766878,70555360,121214551,-16.6,-4.19,15.61,24689381,83189170,148162503,45355721,144162017,208559925,-39.75,-7.55,20.46,2.65,1.31,9.2
(주)동원에프앤비,049770,,2.71,9.64,2995248,24726352,42367874,,32.19,21.74,,0,5.01,,0,13.22,,0,5.05,,0,128.99,,0,71.35,,2.4,5.22,,28.25,30.2,,9.17,19.22,,4.31,9.64,,71.75,69.8,,11.44,13.32,,7.46,6.77,,1.8,1.85,,3.6,3.75,,112.55,88.25,,83.45,102,,962.28,1092.04,,35.41,33.81,,123.34,103.06,,-8.32,0.89,,2.61,4.43,185118554,162452680,151023288,320720281,306794316,322153427,73559283,552652821,580555831,,27.62,28.15,148416343,154293654,142932012,140313876,128761388,145787184,,8.12,7.32,,9.23,5.21
(주)동일기연,032960,19.18,104.93,3933.57,1115060,1399351,1140734,2.68,0,0,-9.9,-3.86,-1.81,5.09,-3.89,3.38,6.46,-5.27,-7.61,-12.24,11.33,8.85,35.24,25.5,-18.48,10.76,12.65,14.9,37.37,41.74,40.07,8.07,9.23,9.75,6.46,7.74,8.67,62.63,58.26,59.93,8.94,7.76,7.87,3.96,3.71,3.78,0.6,0.61,0.58,2.28,2.32,2.26,24.38,14.4,10.47,623.66,831.08,597.23,509.19,532.23,541.19,423.06,579.49,438.88,58.66,53.97,49.03,44.37,46.47,46.31,41.66,82.54,52.77,4221612,2606665,1927070,21534122,20702373,20327614,13634866,12916467,11934048,27.74,52.54,75.22,1824596,1315895,1893111,11379307,10936143,11306212,8.59,10.6,12.15,6.35,4.62,0
(주)동진쎄미켐,005290,1.39,1.34,1.03,9301802,8184434,5350311,41.17,44.2,48.32,15.33,2.67,2.53,-13.81,-12.57,23.96,12.66,20.71,-4.21,-54.31,62.26,-76.93,-1.32,-12.01,-34.63,1.12,1.51,0.36,14.32,11.29,10.25,1.73,2.89,0.67,0.84,1.25,0.28,85.68,88.71,89.75,8.85,12.76,9.67,8.63,10.58,11.31,0.75,0.83,0.78,1.16,1.26,1.21,128.71,134.27,144.62,67.36,53.79,55.18,441.08,442.1,434.09,40.27,36.12,38.34,175.97,188.26,186.53,-11.17,-16.87,-19.29,1.17,2.6,3.55,106729361,111596237,118019128,189651514,194710159,199627792,132187634,159560936,152844754,8.86,14.18,9.67,64927196,71089746,85901805,43734279,38238133,47400141,7.15,9.91,7.47,10.04,7.42,5.68
(주)두산,000150,0.78,-0.43,0.36,181958969,-92337260,51304520,55.35,54.26,55.67,4.9,-0.24,-10.45,7.41,-10.61,-35.43,-1.72,6.08,15.48,-90.71,0,0,-10.39,0,0,0.7,-1.25,-11.95,34.92,27.68,35.17,1.17,-2.3,-29.98,0.36,-0.66,-7.75,65.08,72.32,64.83,4.32,4.51,6.48,5.51,5.74,7.75,0.51,0.53,0.65,1.4,1.33,1.44,228.33,266.88,311.35,66.23,76.67,54.14,939.29,681.9,542.19,44.3,51.18,31.58,231.63,270.06,333.07,-15.02,-8.03,-16.12,1.67,0.61,0.5,2333855575,2435409036,2269234124,3355994712,3347944586,2998074806,1681454303,1783635272,2059811596,2.93,-2.36,3.1,1492567566,1152407287,1053823332,988456457,883551827,570503903,4.06,-3.22,3.42,13.25,11.71,8.28
(주)드래곤플라이,030350,0.83,-3.42,-12.22,3117303,-17358525,-4850518,48.86,3.67,26.26,64.92,-78.77,2.3,15.72,-90.18,83.65,16.22,-87.04,13.73,0,0,0,-60.96,0,0,-21.04,-244.86,-41.59,16.43,-38.33,-14.16,-40.14,-72.97,-27.33,-19.25,-38.48,-20.99,83.57,138.33,114.16,12.82,2.8,4.33,9.15,1.77,5.58,0.91,0.16,0.5,2.67,0.36,0.81,120.71,13.97,51.29,105.02,178.72,245.64,384.56,131.88,101.13,83.75,124.97,172.11,118.11,89.45,92.85,2.22,9.48,22.9,11.61,88.83,33.98,70244611,3341470,9454511,128435391,27262800,27889229,94385882,12234267,13913433,7.53,-85.5,-80.73,56851848,3282200,4385705,59708545,5866032,10773069,5.61,-23.35,-54.86,8.07,15.91,9.54
(주)디모아,016670,0.66,-1.81,-3.96,74159,-236070,-589583,13.42,15.05,22.48,20.36,3.31,-4.61,12.53,3.93,-10.25,37.19,-1.52,-4.81,-12.03,0,0,747.14,0,0,1.05,-0.81,-3.11,27.54,27.69,27.5,3.26,-2.39,-8.98,1.62,-1.11,-4.08,72.46,72.31,72.5,3.89,3.74,3.62,9.8,7.06,7.04,1.54,1.37,1.31,8.71,6.61,6.53,113.08,117.59,122.94,151.23,155.82,142.17,233,235.72,219.46,108.15,109.17,102.9,72.46,73.12,83.68,22.36,23.78,18.53,12.07,20.24,17.42,5269403,5543478,5396010,9929457,10257896,9785136,14005072,13792306,13128414,13.17,11.01,4.41,4333227,4370796,4299360,6552986,6810619,6112420,4.96,4.43,1.81,14.44,9.08,7.95
(주)디비아이엔씨,012030,1.46,1.04,1.02,8916157,8214036,8155931,31.5,40.66,39.29,29.25,-12.03,8.68,-1.85,5.75,108.63,57.24,-21.48,-2.09,0.84,-24.9,2.55,23.15,-7.87,-0.71,17.16,16.41,17.19,22.66,18.29,17.32,25.05,19.84,22.39,12.69,8.99,9.44,77.34,81.71,82.68,16.4,12.24,7.65,6.36,4.69,4.33,0.74,0.55,0.55,2.84,2.22,2.53,104.26,142.75,132.09,72.49,62.91,141.2,601.1,444.94,505.78,27.9,24.27,97,168.76,192.04,139.01,-6.59,-12.32,11.7,0.62,1.83,61.35,125335917,127034270,133615328,245556082,216022996,234771216,161058029,126455052,123814033,5.96,4.88,-4.64,58871075,71740236,66685522,42678352,45132199,94157239,4.64,4.91,-5.01,9.06,9.61,8.84
(주)디스플레이테크,066670,14.43,8.72,16.89,1726417,3600739,7300090,36.34,36.19,33.43,0,42.75,129.92,0,44.57,111.13,0,30.36,143.7,0,52.87,135.56,0,108.57,102.74,10.13,11.88,11.48,12.93,18.71,16.14,24.24,27.95,35.55,11.77,14.83,18,87.07,81.29,83.86,2.78,3.26,5.19,9.01,10.38,12.96,1.16,1.25,1.57,18.19,24.88,16.97,105.89,78,107.31,182.65,306.16,187.63,255.98,384.25,606.83,156.24,267.5,159.61,22.17,17.14,35.28,40.38,60.85,38.76,7.62,9.32,51.67,8131924,9890454,26862091,15811442,22570839,51894011,18374991,23953288,58373671,-53.98,-19.12,3.56,7724333,6662201,22951064,14108614,20397292,43063851,-23.89,-7.89,1.64,2.08,5.93,3.39
(주)디아이,003160,1.29,0.6,2.3,4409312,986717,2454006,26.78,21.29,14.01,7.13,-20.83,-3.1,-8.05,-37.01,-4.54,62.88,-18.09,24.69,172.78,-83.71,9.12,305.49,-77.62,148.7,18.03,3.59,3.14,38.07,33.29,31.08,13.85,2.36,2.63,7.93,1.39,1.75,61.93,66.71,68.92,3.65,3.17,3.31,10.65,14.47,15.91,0.44,0.39,0.56,2.93,2.06,2.6,77.68,59.96,41.59,125.9,195.97,156.93,538.13,451.02,441.75,118.01,182.16,136.83,97.8,102.75,91.71,9.25,17.52,12.78,5.73,18.79,15.29,54749884,37162070,28221615,125231661,99145189,96076519,53232054,43599792,54365031,4.52,7.4,-7.68,44717684,18094742,21569569,56298532,35460505,33849402,4.65,6.3,-3.98,10.39,6.05,6.17
(주)디알비동일,004840,4.34,3.63,1.89,10031383,8176046,3813635,22.16,25.64,27.19,-4.12,13.63,4.63,1.93,23.15,-5.44,9.65,4.5,0.46,3.41,-9.73,-48.78,-9.04,-18.5,-53.36,6.77,5.85,2.98,19.98,19.73,17.76,14.62,12.06,5.66,7.74,6.69,3.15,80.02,80.27,82.24,6.44,6.79,7.13,11.66,10.86,10.84,1.14,1.14,1.05,3.78,3.59,3.55,82.18,78.84,80.7,124.74,128.86,113.17,1127.02,1217.56,1163.84,95.73,102.36,90.25,97.94,89.22,98.85,9.17,11.22,5.27,7.05,8.3,15.48,51867366,57596527,61045977,114980207,130650143,136695716,134273964,140316067,140964070,27.3,24.39,18.58,42619983,50809716,54710161,53165121,65474186,61914941,10.55,10.01,8.04,8.71,7.63,5.73
(주)디오,039840,8.29,3.66,10.68,1326702,1019385,1201201,0,18.8,6.18,41.59,22.23,-8.94,59.87,23.71,-12.85,36.52,-0.96,24.05,-72.35,96.27,78.15,-24.07,-23.16,17.84,1.24,2.46,3.53,18.35,17.01,17.42,3.08,4.08,7.46,2.1,3.17,5.38,81.65,82.99,82.58,4.68,4.07,4.22,19.4,15.89,17.85,1.7,1.29,1.52,6.16,5.48,6.51,17.55,39.56,37.91,479.43,648.12,234.52,327.99,321.84,296.57,411.63,576.46,197.45,41.24,47.86,51.19,51.38,55.57,36.07,46.23,144.47,0.67,2389454,5544051,4895563,16001062,19558242,17809557,23178353,22955980,28476260,3.79,-19.79,22.2,2166733,1982750,4775402,10388033,12850575,11199122,0.39,-4.78,3.82,15.28,15.16,4.71
(주)디지아이,043360,,76.7,999999999,2533344,6094965,13132259,,0,0,,0,64.93,,0,75.86,,0,54.63,,0,103.06,,0,115.46,,23.74,31.17,,43.99,53.47,,26.49,41.91,,22.73,34.85,,56.01,46.53,,6.86,10.35,,11.32,14.1,,0.96,1.12,,13.51,17.3,,16.55,22.64,,632.67,508.93,,734.25,861.24,,570,466.44,,17,10.94,,71.92,73.18,,34.76,17.05,3274137,3364033,7212880,10004636,23694706,39078762,14468858,22689538,35085602,,140.72,114.33,1477889,3199015,6993685,7021481,20239096,35593037,,20.86,23.5,,0,0
(주)디지틀조선일보,033130,0.26,0.76,0.4,833036,2584573,1290154,35.14,35.56,39.87,54.15,-1.75,-11.13,39.09,-4.35,0.46,0.76,-1,-12.69,10.77,-195.66,0,-76.84,210.26,-50.08,10.07,-9.73,-8.84,17.37,20.38,14.07,12.66,-9.47,-8.08,4.96,-3.94,-3.34,82.63,79.62,85.93,1.78,1.57,1.28,14576.7,2847.39,599.62,0.49,0.41,0.38,1.2,1.2,1.36,133.96,146.68,136.87,116.46,86.76,111.97,267.6,249.34,230.78,116.45,86.71,111.68,143.42,153.74,135.98,5.47,-5.75,4.55,18.29,22.19,12.57,51428734,52472386,45316607,89821072,88245373,78426377,36441756,36077807,31498210,6.74,16.59,10.37,29846764,38322065,29832483,34760350,33248284,33402199,9.52,24.14,14.92,11.55,10.87,10.41
(주)디티알오토모티브,007340,16.58,155.29,229.53,6178681,18760603,21269837,3.89,0.1,1.82,1.53,2.69,9.4,16.71,-22.52,27.17,19.85,21.22,6.79,-6.03,43.02,17.2,10.72,203.63,13.38,10.21,12.05,13.23,13.44,19.35,19.23,7.72,10.39,11.17,6.32,8.85,9.78,86.56,80.65,80.77,6.45,6.92,6.88,7.93,7.26,7.36,0.62,0.73,0.74,2.21,2.67,2.82,20.33,14.59,13.92,549.42,465.73,511.52,1619.14,1745.96,1921.27,464.29,357.33,421.78,46.78,61.74,52.85,50,36.22,43.13,73.69,95.52,80.96,37877286,29318117,30789714,224228261,230265967,251914405,137695918,166918969,178257954,29,54.88,71.53,24946500,22802932,26402204,137061840,106199809,135051664,7.98,9.64,12.36,4.04,2.7,3.85
(주)레드로버,060300,,62.33,-48.38,1825723,2363560,-1412417,,3.29,2.94,,0,-21.56,,0,-37.41,,0,-15.46,,0,0,,0,0,,12.84,-6.98,,62.82,49.71,,12.45,-6.54,,10.67,-5.49,,37.18,50.29,,4.97,3.77,,21,8.91,,0.83,0.79,,11.06,12.08,,16.71,22.35,,897.45,552.68,,549.31,410.97,,852.69,421.25,,24.07,44.86,,70.53,51.88,,51.34,126.77,1720601,2461726,2464342,8855977,17196884,13488575,6439261,14293379,12082924,,79.47,3.41,1073564,1520976,1545745,7005067,13649934,8542999,,13.69,0.7,,6.71,6.07
(주)레드캡투어,038390,14.77,10.57,-105.61,2059499,1100811,-1160514,35.88,1.52,0.28,668.42,-14.2,-19.72,721.56,-18.73,-34.12,302.35,16.03,-38.18,1177.53,-52.44,0,676.89,-46.55,0,32.47,13.31,-13.93,32.78,19.19,8.52,42.8,9.41,-5.57,23.94,6.93,-5.39,67.22,80.81,91.48,5.47,3.59,2.53,31.25,20.53,15.24,0.74,0.52,0.39,85.92,75.45,6.24,81.55,5,1.35,1052.53,3016.14,5979.47,822.88,1109.88,923.08,1027.17,2911.44,5808.31,18.03,15.42,30.39,81.51,82.49,68.85,193.19,338.28,1350.72,9390833,853727,191127,20906618,17936850,14399074,8712023,10108250,6248513,10.72,94.1,154.29,1789050,507366,168606,18830230,15302872,10081749,11.56,7.95,4.72,3.49,2.68,7.04
(주)룽투코리아,060240,,228.98,6837.85,1952431,3193142,2960791,,0,0,,0,11.51,,0,11.76,,0,16.4,,0,6.36,,0,-7.28,,11.26,10.29,,19.54,20.49,,15.04,16.65,,13.09,13.16,,80.46,79.51,,6.22,4.58,,60.41,68.43,,1.16,1.28,,267.59,273.15,,14.94,39.07,,865.63,336.3,,409.37,377.26,,846.84,329.41,,13.04,15.49,,78.42,62.44,,654.79,164.08,778772,2599705,6265037,6832312,19997738,22298610,14536387,23249098,27062680,,102.85,32.44,589091,2048142,5892175,5528956,17729402,19815266,,11.5,7.51,,0,0
(주)리노스,039980,10.46,17.9,7.74,317068,1272129,52543,2.34,0.46,0.71,0,39.46,39.66,0,32.17,42.83,0,147.1,21.51,0,189.24,-77.29,0,301.22,-95.87,3.78,4.43,0.83,13.65,13.91,10.21,4.68,12.51,2.26,4,9.66,1.57,86.35,86.09,89.79,5.79,7.9,3.94,26.19,16.34,14.03,1.06,2.18,1.9,79.97,128.36,82.32,16.94,40.3,46.81,664.94,295.43,275.08,368.51,407.83,418.22,634.08,223.62,246.07,15.22,24.64,23.03,73.91,54.53,53.66,453.07,93.03,21.61,1153192,3188460,4942785,7959521,11100346,15502828,8416755,20798157,25271554,-51.48,-22.85,-31.79,1041269,3097483,4751690,6923769,9151018,13070800,-7.05,-3.5,-6.22,16.29,59.94,8.44
(주)리드코프,012700,-0.57,-0.12,-0.53,-2007185,-313594,-1101611,30.85,38.28,31.47,15.3,-12.21,-9.18,35.49,-13.19,-13.87,-0.01,-7.91,-6.19,0,0,0,0,0,0,-5.44,-4.38,-4.15,8.43,8.71,8.54,-22.69,-10.88,-10.74,-7.84,-5.79,-5.76,91.57,91.29,91.46,21.69,36.71,286.58,26.96,14.83,13.81,1.44,1.32,1.39,2.87,3.15,3.81,90.08,85.77,87.36,126.08,149.38,113.33,94.18,84.6,76.18,102.88,115.11,84.98,107.15,105.63,110.71,9.03,14.26,4.81,33.08,67.12,44.18,39261666,33579345,30799266,82845014,72729704,66053852,111532055,102705744,96352713,-10.05,-16.69,-1.51,28668707,21004381,23845496,36145480,31376858,27023367,-3.54,-5.46,-0.48,10.04,9.58,8.55
(주)링네트,042500,,20.16,53.16,1611458,1091584,1204994,,5.3,8.65,,0,10.1,,0,10.82,,0,-0.79,,0,-44.37,,0,10.39,,2.9,1.63,,13.6,14.4,,9.21,5.07,,5.55,2.94,,86.4,85.6,,3.57,3.34,,38.26,21.54,,1.91,1.81,,97.15,88.22,,65.95,78.87,,234.12,212.84,,374.79,382.84,,221.34,186.38,,14,14.02,,52.45,48.86,,57.23,18.83,9042917,7662400,9359953,15919981,19280761,21227883,24572656,36867912,36575358,,-12.84,-9.58,9040759,7540827,9192150,15119840,17654384,19564535,,-2.67,-2.45,,5.3,1.59
(주)마니커,027740,2.43,3.12,3.68,3957151,4069409,4723390,29.88,32.88,26.2,0,18.47,19.64,0,12.41,38.55,0,40.2,11.6,0,14.47,1.26,0,2.84,16.07,2.79,2.28,2.07,12.45,9.99,12.57,8.58,9.42,8.23,4.49,4.71,4,87.55,90.01,87.43,10.19,13.8,12.83,26.86,30.24,23.27,1.61,2.07,1.94,2.47,3.14,3.01,91.07,108.67,103.25,93.61,78.69,82.15,335.4,363.83,343.76,76.27,59.36,61.42,129.26,144.63,131.01,-2.21,-8.31,-7.72,21.09,13.2,12.46,22907720,29654466,34605974,48062602,56941839,68122652,77354993,108450970,121032063,18.67,11.98,14.39,16607875,22211423,29476101,15547347,17477120,24213841,5.53,3.28,4.12,11.32,7.89,7.02
(주)마크로젠,038290,999999999,999999999,999999999,6106,-2088004,-5704708,0,0,0,0,1.25,-12.79,0,-47.31,-27.06,0,16.5,83.31,0,1.58,0,0,-34295.94,0,12.72,11.09,-156.53,17.44,9.55,33.84,0.55,0.55,-15.35,0.54,0.55,-14.97,82.56,90.45,66.16,2.06,1.81,2.37,10.47,5.25,6.08,0.04,0.05,0.1,1.53,0.54,0.51,1.11,1.76,3.45,9471.56,2810.56,1386.89,2170.68,2183.9,1873.32,9430.41,2726.04,1328.72,6.77,52.35,61.43,92.32,46.83,37.69,3796.27,245.64,153.13,540952,860927,1448839,49164264,49780230,43411095,2086526,2430776,4455756,-85.89,-44.03,-87.54,484340,860062,1271363,45874560,24172583,17632367,-22.27,-15.59,-28.47,0,0,0
(주)메디콕스,054180,,130.14,-81.46,2320290,1484809,-2786801,,0,21.58,,0,-29.62,,0,-49.6,,0,10.65,,0,0,,0,0,,8.04,-17.46,,21.5,10.36,,9.39,-25.42,,5.85,-16.5,,78.5,89.64,,1.92,2.65,,5.68,11.91,,0.73,0.95,,15.75,14.38,,60.57,45.68,,226.03,198.78,,685.81,531.98,,191.55,195.43,,25.71,58.06,,46.83,29.89,,21.39,5.34,3086829,9139222,5346349,8217020,24227082,17049810,10285797,17626639,19503511,,-7.87,-33.06,2827556,9002666,5158981,6154940,20348580,10254821,,-4.08,-9.06,,0,1.86
(주)모나리자,012690,0.16,0.15,76.56,807321,605706,4172134,128.46,31.75,0.2,-10.66,27.15,-27.27,-10.23,70.74,-46.45,8.99,-4.88,-9.97,0,0,-79.76,-45.04,-24.97,588.81,-8.5,41.18,9.26,20.22,21.94,28.73,0,0,17.28,-12.02,51.7,10.82,79.78,78.06,71.27,7.14,8.1,7.99,9.76,9.86,11.6,1.41,1.26,1.17,2.64,2.77,2.6,0,92.3,29.43,121.46,135.24,221.41,-1279.28,3368.62,160.05,74.57,113.16,165.66,0,80,73.77,7.68,15.22,23.58,16.21,10.75,68.93,73724748,25818595,8896439,42304281,53791792,39122512,63420854,60324795,54313035,2.99,10.03,55.25,15149170,23228727,7598519,18399446,31414410,16823908,3.48,4.29,9.05,9.29,11.69,0.64
(주)모나미,005360,1.3,1.06,1.32,5671591,5800857,5440296,32.15,41.05,45.13,9.33,-4.86,7.79,10.72,-14,2.3,55.43,15.43,1.41,18.69,59.26,-53.37,49.66,2.28,-6.22,1.11,1.52,0.7,14.79,13.13,12.95,4.55,6.61,3.01,1.57,2.45,1.13,85.21,86.87,87.05,7.11,10.3,14.12,6.48,6.76,7.11,1.42,1.61,1.61,4.91,5.51,5.29,185.55,155.82,179.56,133.73,198.86,131.64,277.12,294.31,290.3,82.77,113.67,78.54,109.12,112.94,131.37,15.59,27.77,12.74,18.42,26.64,25.63,69590352,62061741,70544597,107094779,101891333,109831633,145296922,167713339,170076675,2.38,5.28,8.2,49478082,28617231,44225360,66169494,56908080,58219398,1.14,1.96,3.4,12.42,14.35,9.02
(주)모베이스전자,012860,0.94,0.57,2.02,1951711,1552805,4421601,31.29,38.07,33.41,20.5,0.47,13.01,63.68,-27.87,31.82,18.79,-0.16,33.46,31.88,-60.42,248.2,-49.3,-20.44,184.75,2.19,0.87,2.27,8.25,7.69,9,9.63,3.49,11.41,3.1,1.12,3.65,91.75,92.31,91,11.38,10.89,11.81,18.02,15.04,17.26,1.41,1.29,1.61,2.81,2.54,3.2,223.82,200.47,223.91,68.54,54.03,58.34,400.46,400.18,419.5,55.65,34.95,42.39,198.34,216.88,218.8,-17.79,-23.67,-23.17,2.93,0.88,2.04,62742251,60848600,71245121,90774334,91202314,103064225,117266807,117083840,156257825,12.74,1.34,5.82,51321071,46958435,57325472,35174514,25370530,33443822,6.82,0.7,2.65,8.76,8.63,6.34
(주)모토닉,009680,12.42,89.65,874.21,6812543,8278778,7505994,0.55,0.42,0,27.22,-6.24,40.3,-14.22,-3.84,79.79,23.76,-15.67,32.04,28.54,-3.35,39.97,65.91,21.52,-9.33,4.49,5.15,5.46,12.07,15.74,15.68,13.45,11.66,16.19,8.34,7.43,8.94,87.93,84.26,84.32,10.64,10.46,8.89,20.63,18.38,28.62,1.86,1.44,1.64,7.36,5.83,8.47,56.75,57.09,103.11,202.08,232.44,227.15,375.67,351.46,381.4,167.08,198.63,210.66,80.57,78.79,73.39,24.55,28.4,35.75,4.84,16.17,47.2,35178080,33108556,64887124,97164034,91099918,127817641,161084703,135835316,179355450,45.91,67.69,33.28,23368778,19535306,35939020,47222468,45407048,81635610,10.03,16.5,12.04,13.58,20.3,4.54
(주)모헨즈,006920,-0.75,-2.71,-0.18,-828396,-2768449,-127932,24.36,31.09,23.34,34.18,-14.3,-12.32,47.62,-20.45,-15.89,19.63,3.4,2.87,0,0,0,0,0,0,0.05,-18.64,1.32,5.07,4.74,4.35,0.19,-72.58,7.97,0.06,-20.62,1.74,94.93,95.26,95.65,4.9,4.47,5.11,70.89,48.97,39.6,1.14,1.11,1.31,4.84,4.92,5.27,178.12,409.84,312.74,73.6,52.75,53.98,276.43,129.22,139.95,70.44,48.79,48.25,164.6,316.67,262.72,-14.64,-33.94,-30.99,5.97,2.79,2.55,20679263,22243019,18382812,32289183,27670266,24260745,32072032,33161087,34112903,-3.69,-8.62,-3.6,17905682,19875347,16336968,13179426,10484047,8818496,-2.38,-5.78,-1.94,14.29,12.39,10.2
(주)미래아이앤지,007120,16.91,825.78,999999999,4875804,4209844,-2448225,2.11,0,0,29.61,-6.05,-8.29,49.93,-16.51,-19.4,21.25,-4.28,-24.04,19.7,-11.55,0,2.92,-13.66,0,9.15,8.46,-6.9,25.93,30.19,20.58,11.38,8.32,-5.27,8.41,6.8,-4.54,74.07,69.81,79.42,7.88,6.42,5.36,5.3,5.29,4.12,0.92,0.8,0.66,2.32,2.12,1.66,26.02,18.7,13.65,348.11,413.2,434.63,802.34,709.97,680.07,232.11,285.14,228.68,63.33,66.23,69.5,35.46,33.51,29.91,15.45,95.55,84.12,11482499,8229365,5754073,55611129,52247811,47918317,45287486,43350941,32927257,38.12,53.53,21.41,7946853,5589475,4282796,27664034,23095848,18614411,9.67,10.16,3.74,7.68,0.87,0
